Order	Cluster	Cell.Type	Padj	whg.p	gsea.p	Over.Markers.whg	Over.Markers.gsea	whg.overlap	gsea.overlap
3	Leiden_3	Macrophage	1.59149302770562e-40	1.91165567957804e-39	1.13348924768113e-05	19/281	23/293	TYROBP,LST1,AIF1,LYZ,SAT1,HLA-DPB1,HLA-DRA,CST3,HLA-DPA1,NEAT1,GPX1,COTL1,FTH1,IL1B,TIMP1,FCN1,HLA-DQB1,FCER1G,S100A6	TYROBP,LST1,AIF1,LYZ,SAT1,HLA-DPB1,HLA-DRA,CST3,HLA-DPA1,GPX1,COTL1,FTH1,BCL2A1,IL1B,TIMP1,G0S2,FCN1,HLA-DQB1,SRGN,LSP1,FCER1G,S100A6,LGALS1
4	Leiden_3	Kupffer cell	8.4539521185053e-35	2.62384709539884e-38	0.675467546754675	19/286	7/87	TYROBP,LST1,AIF1,LYZ,SAT1,HLA-DPB1,HLA-DRA,CST3,HLA-DPA1,NEAT1,GPX1,COTL1,FTH1,IL1B,TIMP1,FCN1,HLA-DQB1,FCER1G,S100A6	AIF1,SAT1,CST3,HLA-DPA1,GPX1,FTH1,TIMP1
5	Leiden_3	Classical monocyte	1.21410028815356e-15	8.39746940233568e-19	0.936491935483871	6/122	15/79	LYZ,CST3,NEAT1,IL1B,G0S2,FCN1	TYROBP,AIF1,LYZ,SAT1,CST3,BCL2A1,IL1B,TIMP1,LGALS2,G0S2,FCN1,CSTA,SRGN,FCER1G,S100A6
6	Leiden_3	Suppressor macrophage	1.5383779654799e-14	4.96250956606419e-16	NA	2/16	0/1	LYZ,CST3	
7	Leiden_3	CD1c-positive myeloid dendritic cell	3.5366674109342e-14	5.07781384179977e-17	0.65948275862069	3/15	8/50	LYZ,HLA-DRA,CST3	LYZ,HLA-DPB1,HLA-DRA,CST3,HLA-DPA1,FCN1,HLA-DQB1,CSTA
8	Leiden_3	B cell	2.13249093334969e-13	7.23339713820248e-14	0.00330741837742934	10/169	7/258	SAT1,HLA-DPB1,HLA-DRA,CST3,HLA-DPA1,NEAT1,BCL2A1,G0S2,HLA-DQB1,LSP1	HLA-DPB1,HLA-DRA,HLA-DPA1,BCL2A1,HLA-DQB1,SRGN,RPL26
9	Leiden_3	CD141-positive myeloid dendritic cell	1.08955369897382e-10	5.52308326668756e-12	NA	2/7	0/1	LYZ,CST3	
10	Leiden_3	CD14-positive monocyte	1.66045212672704e-10	1.30459742258234e-10	0.00236118790365501	2/25	20/245	LYZ,FCN1	TYROBP,LST1,AIF1,LYZ,SAT1,HLA-DRA,CST3,NEAT1,GPX1,COTL1,FTH1,IL1B,TIMP1,LGALS2,FCN1,CSTA,SRGN,FCER1G,S100A6,LGALS1
1	Leiden_4	Hepatocyte	1.01768129944682e-12	2.06331487507555e-16	0.604166666666667	4/91	7/205	APOA2,ALB,SERPINA1,APOA1	APOA2,MGST1,ALB,SERPINA1,APOC1,APOA1,NEAT1
2	Leiden_4	Monocyte	8.46837038049952e-06	7.80494965944655e-08	NA	7/218	4/191	TXN,SERPINA1,IFITM3,MT1X,MALAT1,NEAT1,CD74	SERPINA1,GAPDH,NEAT1,CD74
3	Leiden_4	Kupffer cell	1.11389635936408e-05	2.0532651785513e-07	NA	7/286	1/87	TUBB,SERPINA1,APOC1,IFITM3,NEAT1,MT-ND2,CD74	IFITM3
4	Leiden_4	Macrophage	1.11389635936408e-05	1.55766492321071e-07	NA	7/281	4/293	TUBB,SERPINA1,APOC1,IFITM3,NEAT1,MT-ND2,CD74	RPL30,SERPINA1,APOC1,CD74
5	Leiden_4	Progenitor cell	0.000239844965328881	6.24745243336587e-06	0.0557377049180328	5/178	7/194	MGST1,ALB,TXN,PEBP1,MT-ND2	MGST1,RPS18,TXN,IFITM3,RPS6,GAPDH,NEAT1
6	Leiden_4	Dendritic cell	0.0444301350287036	0.0026617131584016	NA	3/143	4/199	TXN,SERPINA1,CD74	RPL30,RPS18,RPL37,CD74
7	Leiden_4	Natural killer cell	0.0444301350287036	0.00248811942841425	NA	3/150	3/208	TUBB,MT1X,CD74	UQCRB,RPS6,MALAT1
1	Leiden_5	Natural killer cell	1.25635995794807e-64	3.16947147112134e-65	0.00011518867058408	15/150	22/208	FGFBP2,NKG7,GNLY,GZMB,GZMH,TXNIP,CCL5,PRF1,IL32,HSPA1B,KLRD1,HSPA1A,FCGR3A,TRGC2,CMC1	FGFBP2,NKG7,GNLY,GZMB,GZMH,TXNIP,CCL5,RPS29,MALAT1,CD52,PRF1,IL32,S100A4,CD53,HLA-E,KLRD1,FCGR3A,ITGB2,RPS27,HSPA8,PFN1,CMC1
2	Leiden_5	Mature NK T cell	1.07599693529322e-50	2.03247183961627e-51	0.000388553897830531	11/42	17/142	FGFBP2,NKG7,GNLY,GZMB,CCL5,CD52,PRF1,IL32,KLRD1,FCGR3A,TRGC2	FGFBP2,NKG7,GNLY,GZMB,GZMH,TXNIP,CCL5,MALAT1,CD52,PRF1,IL32,KLRD1,HSPA1A,FCGR3A,ITGB2,PFN1,CMC1
3	Leiden_5	CD8-positive, alpha-beta cytotoxic T cell	1.1452556685749e-49	3.79837189954175e-50	0.000339491694894532	8/54	28/503	NKG7,GNLY,GZMB,GZMH,CCL5,PRF1,FCGR3A,TRGC2	FGFBP2,NKG7,GNLY,GZMB,GZMH,TXNIP,CCL5,RPL13,RPS29,MALAT1,EMP3,CD52,PRF1,IL32,HSPA1B,S100A4,CD53,HLA-E,KLRD1,HSPA1A,FCGR3A,ITGB2,TRGC2,RPL21,RPS27,HSPA8,PFN1,CMC1
4	Leiden_5	Circulating natural killer cell	2.12554703245792e-47	9.95389438826811e-50	0.0335781741867786	7/12	10/61	FGFBP2,NKG7,GNLY,GZMB,KLRD1,HSPA1A,FCGR3A	FGFBP2,NKG7,GNLY,GZMB,GZMH,PRF1,KLRD1,FCGR3A,PFN1,CMC1
5	Leiden_5	Effector T cell	4.78449679232715e-35	7.52554706330327e-38	0.199551569506726	8/51	5/67	FGFBP2,NKG7,GNLY,GZMH,TXNIP,CCL5,KLRD1,FCGR3A	NKG7,GZMH,CCL5,MALAT1,IL32
6	Leiden_5	Effector memory CD8-positive, alpha-beta T cell	6.66037838397792e-27	2.14850915612192e-28	NA	7/47	0/1	NKG7,GNLY,GZMH,CCL5,PRF1,KLRD1,TRGC2	
7	Leiden_5	CD8-positive, alpha-beta T cell	4.08737861631853e-25	1.03594801497095e-27	0.225077081192189	10/99	13/302	FGFBP2,NKG7,GNLY,GZMB,GZMH,CCL5,PRF1,HSPA1A,FCGR3A,ITGB2	NKG7,GNLY,GZMB,GZMH,CCL5,CD52,PRF1,IL32,S100A4,KLRD1,TRGC2,PFN1,CMC1
8	Leiden_5	CD16-positive natural killer cell	1.11706231864784e-21	4.63297735844726e-23	NA	3/3	0/1	NKG7,GNLY,FCGR3A	
9	Leiden_5	T cell	1.25004526167223e-21	5.10122009253264e-24	0.200799200799201	15/224	26/240	NKG7,GNLY,GZMB,GZMH,CCL5,MALAT1,CD52,PRF1,IL32,HSPA1B,KLRD1,HSPA1A,FCGR3A,ITGB2,CMC1	FGFBP2,NKG7,GNLY,GZMB,GZMH,TXNIP,CCL5,RPS29,DDX5,MALAT1,CD52,PRF1,IL32,HSPA1B,S100A4,CD53,HLA-E,KLRD1,HSPA1A,ITGB2,TRGC2,RPL21,RPS27,HSPA8,PFN1,CMC1
10	Leiden_5	Tissue-resident memory T cell	1.10730519083268e-17	5.61306778763109e-19	NA	4/14	0/1	GNLY,TXNIP,IL32,KLRD1	
1	Leiden_6	Endothelial cell	1.11613759514014e-18	4.15672696826178e-17	2.39519834778144e-06	12/466	20/287	GNG11,IFI27,TM4SF1,RAMP2,DNASE1L3,IGFBP7,FKBP1A,FCN3,HES1,CLDN5,SPARC,ENG	GNG11,IFI27,TM4SF1,RAMP2,DNASE1L3,HSPG2,HYAL2,SOCS3,IGFBP7,FKBP1A,NEAT1,PCAT19,FCN3,HES1,TIMP3,APP,CLDN5,SPARC,ENG,IFITM3
2	Leiden_6	Macrophage	4.24949844900868e-06	3.91658843226607e-08	NA	8/281	2/293	SOCS3,IGFBP7,NEAT1,HES1,ENG,IFITM3,FTL,RPS27	FTL,ACTB
3	Leiden_6	Kupffer cell	2.17445397288523e-05	4.12715501526268e-08	0.384174311926606	8/286	6/87	SOCS3,IGFBP7,NEAT1,HES1,ENG,IFITM3,FTL,RPS27	IFI27,RAMP2,DNASE1L3,FCN3,IFITM3,FTL
4	Leiden_6	Mesenchymal cell	0.00158231003067284	5.83340103473857e-05	NA	3/122	3/238	IGFBP7,SPARC,ENG	IGFBP7,TIMP3,SPARC
5	Leiden_6	Fibroblast	0.00434698172064209	0.000104120908987235	0.160320641282565	5/309	17/687	TM4SF1,IGFBP7,SPARC,ENG,ACTB	GNG11,IFI27,TM4SF1,RAMP2,SOCS3,IGFBP7,HES1,TIMP3,APP,SPARC,IFITM3,FTL,RPLP1,CALM2,RPL21,RPS27,MT-CO1
6	Leiden_6	Epithelial cell	0.0063773961187498	6.23688050656915e-05	0.451612903225806	6/376	16/838	RAMP2,IGFBP7,TIMP3,CLDN5,SPARC,ENG	GNG11,IFI27,TM4SF1,RAMP2,SOCS3,IGFBP7,NEAT1,HES1,CLDN5,SPARC,IFITM3,FTL,RPL41,RPLP1,RPL21,RPS27
7	Leiden_6	Monocyte	0.00924335278674808	0.00051115314949759	NA	4/218	3/191	IFI27,NEAT1,IFITM3,FTL	NEAT1,FTL,ACTB
8	Leiden_6	Alternatively activated macrophage	0.0293792405151952	0.00230159948736552	NA	2/56	3/215	SOCS3,FCN3	IFI27,FTL,ACTB
9	Leiden_6	Hematopoietic stem cell	0.0384254979676224	0.00318736849501016	NA	2/88	2/147	HES1,ENG	FKBP1A,IFITM3
1	Leiden_7	Effector memory CD8-positive, alpha-beta T cell	4.35041935878389e-33	1.11549214327792e-34	NA	7/44	0/1	CCL5,TRGC2,CXCR4,HLA-DRB1,CST7,GZMK,PTPRC	
2	Leiden_7	Effector memory CD4-positive, alpha-beta T cell	3.88986029735137e-17	1.99480015248789e-18	NA	4/26	0/1	CCL5,CXCR4,GZMK,PTPRC	
3	Leiden_7	T cell	9.67664879221556e-16	7.11837636677324e-16	0.00249738409822372	8/221	21/240	CCL5,CMC1,CXCR4,IL32,ZFP36L2,GZMK,PTPRC,TRBC2	CCL5,CMC1,CD3D,TUBA4A,TRGC2,CXCR4,RGS1,CREM,YPEL5,IL32,DUSP2,ZNF331,CST7,SRSF7,ZFP36L2,GZMK,PTPRC,ZFP36,CD3E,SUB1,TRBC2
4	Leiden_7	CD8-positive, alpha-beta cytotoxic T cell	2.66447066595174e-13	2.85592652275761e-11	2.67218341765105e-05	5/51	24/503	CCL5,TRGC2,CST7,GZMK,PTPRC	CCL5,CMC1,CD3D,TUBA4A,TRGC2,CXCR4,RGS1,CREM,HLA-DRB1,YPEL5,FAM177A1,IL32,DUSP2,ZNF331,CST7,SRSF7,PIK3R1,ZFP36L2,GZMK,PTPRC,ZFP36,CD3E,TRBC2,DDX24
5	Leiden_7	Effector CD8-positive, alpha-beta T cell	4.94694677643749e-13	1.74570289023697e-14	0.103971962616822	3/13	5/55	CCL5,HLA-DRB1,GZMK	CCL5,CD3D,IL32,CST7,GZMK
6	Leiden_7	Helper T cell	2.93298481737934e-10	9.4771908804726e-11	0.0198385823309011	5/57	7/159	CXCR4,YPEL5,IL32,GZMK,TRBC2	CD3D,TUBA4A,CXCR4,IL32,PTPRC,CD3E,TRBC2
7	Leiden_7	CD4-positive, alpha-beta T cell	3.81381157333779e-08	6.42646080110971e-06	6.04122696049022e-05	4/93	25/817	CCL5,FAM177A1,GZMK,PTPRC	CCL5,CD3D,TUBA4A,CXCR4,RGS1,CREM,HLA-DRB1,YPEL5,FAM177A1,IL32,DUSP2,ZNF331,CST7,SRSF7,PIK3R1,MCL1,ZFP36L2,GZMK,PTPRC,ZFP36,JUND,CD3E,CALM2,TRBC2,DDX24
8	Leiden_7	CD8-positive, alpha-beta T cell	4.14849746608711e-08	1.16112516739902e-08	0.045045045045045	5/96	20/302	CCL5,DUSP2,GZMK,PTPRC,TRBC2	CCL5,CMC1,CD3D,TRGC2,CXCR4,RGS1,CREM,HLA-DRB1,IL32,DUSP2,ZNF331,CST7,SRSF7,PIK3R1,ZFP36L2,GZMK,PTPRC,ZFP36,CD3E,TRBC2
9	Leiden_7	Mature NK T cell	4.14849746608711e-08	1.46456773816091e-09	0.325388601036269	4/39	11/142	CCL5,TRGC2,IL32,PTPRC	CCL5,CMC1,CD3D,CXCR4,IL32,DUSP2,CST7,GZMK,PTPRC,CD3E,TRBC2
10	Leiden_7	Effector T cell	2.19293621808791e-07	8.59504329035300e-09	0.382322713257965	2/48	11/67	CCL5,GZMK	CCL5,CD3D,CXCR4,RGS1,IL32,DUSP2,ZNF331,CST7,SRSF7,PIK3R1,GZMK
1	Leiden_8	Natural killer cell	7.80267979514423e-37	3.5582073335853e-40	0.107429718875502	14/150	19/208	CD7,TYROBP,FCER1G,GZMK,KLRB1,CMC1,AREG,KLRF1,CD160,IL2RB,KLRC1,ALOX5AP,GZMA,XCL1	CD7,TYROBP,FCER1G,GZMK,KLRB1,CMC1,REL,AREG,B3GNT7,SRGN,KLRF1,CLIC3,CD160,IL2RB,KLRC1,IFITM2,ALOX5AP,GZMA,XCL1
2	Leiden_8	Mature NK T cell	1.15125038136463e-15	3.5421840253098e-19	0.682877406281662	6/42	16/142	CD7,TYROBP,FCER1G,KLRB1,KLRF1,GZMA	CD7,TYROBP,FCER1G,GZMK,KLRB1,CMC1,SRGN,KLRF1,CLIC3,IL2RB,KLRC1,IFITM2,ALOX5AP,EVL,GZMA,XCL1
3	Leiden_8	Effector memory CD4-positive, alpha-beta T cell	4.06719137999375e-14	5.62284522579779e-16	NA	3/29	0/1	GZMK,KLRB1,GZMA	
4	Leiden_8	Monocyte	8.15817645957715e-12	4.05234859683362e-14	0.108974358974359	11/218	7/191	TYROBP,FCER1G,KLRB1,AREG,SRGN,KLRC1,IFITM2,ALOX5AP,HSP90AB1,NFKBIA,GZMA	TYROBP,FCER1G,AREG,SRGN,GSTP1,IFITM2,NFKBIA
5	Leiden_8	T cell	1.20647747431828e-10	2.99944979589876e-13	0.360441767068273	10/224	17/240	CD7,GZMK,KLRB1,CMC1,SRGN,KLRF1,IL2RB,KLRC1,GZMA,XCL1	CD7,TYROBP,GZMK,KLRB1,CMC1,YPEL5,SRGN,KLRF1,IL2RB,HSPD1,HSPE1,IFITM2,ALOX5AP,HSP90AB1,EVL,GZMA,XCL1
6	Leiden_8	Effector memory CD8-positive, alpha-beta T cell	1.37121036868237e-10	4.4232592538141e-12	NA	3/47	0/1	GZMK,KLRB1,GZMA	
7	Leiden_8	Effector T cell	3.28105354097421e-09	1.20960499206422e-10	NA	5/51	3/67	GZMK,KLRF1,CD160,IL2RB,GZMA	GZMK,GZMA,XCL1
8	Leiden_8	CD4-positive, alpha-beta T cell	3.6318612102593e-08	1.54211559331087e-07	0.000444744123298004	5/96	22/817	GZMK,KLRB1,CD160,FAM177A1,GZMA	CD7,GZMK,KLRB1,REL,AREG,YPEL5,SRGN,GSTP1,IL2RB,HSPD1,FAM177A1,HSPE1,IFRD1,KLRC1,IFITM2,ALOX5AP,HSP90AB1,DNAJB6,NFKBIA,EVL,GZMA,XCL1
9	Leiden_8	CD8-positive, alpha-beta T cell	5.48788303768183e-08	1.70190955004937e-10	0.68469387755102	5/99	14/302	GZMK,KLRB1,IL2RB,GZMA,XCL1	CD7,GZMK,KLRB1,CMC1,SRGN,CD160,IL2RB,HSPD1,HSPE1,KLRC1,ALOX5AP,EVL,GZMA,XCL1
10	Leiden_8	CD8-positive, alpha-beta cytotoxic T cell	4.67919292466535e-07	9.99076533862072e-09	0.120240480961924	4/54	21/503	CD7,GZMK,GZMA,XCL1	CD7,TYROBP,FCER1G,GZMK,KLRB1,CMC1,YPEL5,SRGN,KLRF1,GSTP1,CLIC3,IL2RB,FAM177A1,HSPE1,KLRC1,IFITM2,ALOX5AP,EVL,GZMA,XCL1,IRF8
1	Leiden_9	Cholangiocyte	1.04112535146775e-19	3.41886437959156e-21	0.00259496479626114	5/36	6/109	KRT18,ANXA4,CD24,TM4SF4,KRT8	KRT18,ANXA4,CD24,TM4SF4,MGST1,KRT8
2	Leiden_9	Progenitor cell	2.21022202291683e-14	6.67115136752895e-18	0.747695852534562	7/178	5/194	STMN1,KRT18,CD24,TUBA1B,MGST1,TXN,KRT8	KRT18,CD24,MGST1,TXN,KRT8
3	Leiden_9	Epithelial cell	1.79689048587862e-10	1.30004662130105e-11	0.00613230404001527	6/376	9/838	KRT18,HMGN2,CD24,TUBA1B,TM4SF4,KRT8	KRT18,CD24,MPC2,MGST1,TXN,LAPTM4A,KRT8,RPN2,ANXA2
4	Leiden_9	Hepatic oval stem cell	5.8981754045443e-08	1.20059942939153e-09	0.0459770114942529	2/5	5/48	KRT18,KRT8	KRT18,ANXA4,CD24,TM4SF4,KRT8
5	Leiden_9	Hepatocyte	3.15858035250912e-06	1.16445358617848e-07	NA	2/91	1/205	KRT18,KRT8	MGST1
6	Leiden_9	Enterocyte	0.000624270372536751	1.06078660659599e-05	0.319148936170213	2/33	11/494	KRT18,KRT8	KRT18,ANXA4,CD24,MT-ND1,TM4SF4,TXN,MT-ND4,KRT8,HSD17B11,MT-CO1,ANXA2
7	Leiden_9	Monocyte	0.00843507199269026	0.000777425990109701	NA	4/218	0/191	STMN1,CD24,TXN,ANXA2	
8	Leiden_9	Natural killer cell	0.0106537980903746	0.00103101271842335	NA	3/150	1/208	STMN1,TUBA1B,KRT8	STMN1
9	Leiden_9	Erythrocyte	0.0228269449797237	0.00273502566577335	NA	2/29	4/108	STMN1,CD24	PTTG1,TUBA1B,RAN,MPC2
10	Leiden_9	T cell	0.0380541009531683	0.00508557109512388	NA	3/224	0/240	STMN1,HMGN2,TUBA1B	
