Order	Cluster	Cell.Type	Padj	whg.p	gsea.p	Over.Markers.whg	Over.Markers.gsea	whg.overlap	gsea.overlap
6	Leiden_4	Natural killer cell	0.0468407082858877	0.00255494772468479	NA	3/150	1/168	TUBB,MT1X,CD74	MALAT1
1	Leiden_5	Natural killer cell	1.10475185630339e-64	1.29507205414804e-65	0.000244285851617176	15/150	17/168	FGFBP2,NKG7,GNLY,GZMB,GZMH,TXNIP,CCL5,PRF1,IL32,HSPA1B,KLRD1,HSPA1A,FCGR3A,TRGC2,CMC1	FGFBP2,NKG7,GNLY,GZMB,GZMH,CCL5,MALAT1,PRF1,IL32,S100A4,CD53,HLA-E,KLRD1,FCGR3A,ITGB2,PFN1,CMC1
2	Leiden_5	Mature NK T cell	1.8901396199042e-51	2.03247183961627e-51	6.63900691169548e-05	11/42	20/134	FGFBP2,NKG7,GNLY,GZMB,CCL5,CD52,PRF1,IL32,KLRD1,FCGR3A,TRGC2	FGFBP2,NKG7,GNLY,GZMB,GZMH,CCL5,MALAT1,CD52,PRF1,IL32,HSPA1B,S100A4,CD53,HLA-E,KLRD1,HSPA1A,FCGR3A,ITGB2,PFN1,CMC1
3	Leiden_5	CD8-positive, alpha-beta cytotoxic T cell	9.56701242249508e-49	5.34615005826516e-50	0.00202247763687067	8/54	26/345	NKG7,GNLY,GZMB,GZMH,CCL5,PRF1,FCGR3A,TRGC2	FGFBP2,NKG7,GNLY,GZMB,GZMH,TXNIP,CCL5,RPL13,RPS29,MALAT1,EMP3,CD52,PRF1,IL32,S100A4,CD53,HLA-E,KLRD1,FCGR3A,ITGB2,TRGC2,RPL21,RPS27,HSPA8,PFN1,CMC1
4	Leiden_5	Circulating natural killer cell	1.87794513040141e-47	9.95389438826811e-50	0.0292275574112735	7/12	10/61	FGFBP2,NKG7,GNLY,GZMB,KLRD1,HSPA1A,FCGR3A	FGFBP2,NKG7,GNLY,GZMB,GZMH,PRF1,KLRD1,FCGR3A,PFN1,CMC1
5	Leiden_5	Effector T cell	4.4292922020745e-35	7.52554706330327e-38	0.182027649769585	8/51	5/67	FGFBP2,NKG7,GNLY,GZMH,TXNIP,CCL5,KLRD1,FCGR3A	NKG7,GZMH,CCL5,MALAT1,IL32
6	Leiden_5	Effector memory CD8-positive, alpha-beta T cell	4.88438810114007e-26	1.55412348672638e-27	NA	7/47	0/1	NKG7,GNLY,GZMH,CCL5,PRF1,KLRD1,TRGC2	
7	Leiden_5	CD8-positive, alpha-beta T cell	9.67056156396815e-26	4.21258004138287e-28	0.126283367556468	10/99	12/184	FGFBP2,NKG7,GNLY,GZMB,GZMH,CCL5,PRF1,HSPA1A,FCGR3A,ITGB2	NKG7,GNLY,GZMB,GZMH,CCL5,CD52,PRF1,IL32,S100A4,KLRD1,TRGC2,CMC1
8	Leiden_5	CD16-positive natural killer cell	1.13250557650933e-21	4.63297735844726e-23	NA	3/3	0/1	NKG7,GNLY,FCGR3A	
9	Leiden_5	T cell	3.98600614092144e-21	5.50903197526272e-24	0.597194388777555	15/224	20/173	NKG7,GNLY,GZMB,GZMH,CCL5,MALAT1,CD52,PRF1,IL32,HSPA1B,KLRD1,HSPA1A,FCGR3A,ITGB2,CMC1	FGFBP2,NKG7,GNLY,GZMB,GZMH,TXNIP,CCL5,DDX5,MALAT1,CD52,PRF1,IL32,S100A4,CD53,HLA-E,KLRD1,RPS27,HSPA8,PFN1,CMC1
10	Leiden_5	Tissue-resident memory T cell	3.60253448553234e-19	1.80126724276618e-20	NA	4/14	0/1	GNLY,TXNIP,IL32,KLRD1	
1	Leiden_6	Endothelial cell	1.68667807482798e-18	6.07040380696006e-17	2.46412374650719e-06	12/466	20/287	GNG11,IFI27,TM4SF1,RAMP2,DNASE1L3,IGFBP7,FKBP1A,FCN3,HES1,CLDN5,SPARC,ENG	GNG11,IFI27,TM4SF1,RAMP2,DNASE1L3,HSPG2,HYAL2,SOCS3,IGFBP7,FKBP1A,NEAT1,PCAT19,FCN3,HES1,TIMP3,APP,CLDN5,SPARC,ENG,IFITM3
2	Leiden_6	Macrophage	4.54658191825565e-06	4.13325628932332e-08	NA	8/281	3/226	SOCS3,IGFBP7,NEAT1,HES1,ENG,IFITM3,FTL,RPS27	NEAT1,FTL,ACTB
3	Leiden_6	Kupffer cell	2.17186271687019e-05	4.12715501526268e-08	0.378169790518192	8/286	6/87	SOCS3,IGFBP7,NEAT1,HES1,ENG,IFITM3,FTL,RPS27	IFI27,RAMP2,DNASE1L3,FCN3,IFITM3,FTL
4	Leiden_6	Endothelial cell of vascular tree	0.00132257652319444	0.00011944804812047	0.0279818944968648	2/49	16/228	IFI27,CLDN5	GNG11,IFI27,TM4SF1,RAMP2,HSPG2,HYAL2,IGFBP7,FKBP1A,NEAT1,PCAT19,TIMP3,APP,CLDN5,SPARC,ENG,IFITM3
5	Leiden_6	Epithelial cell	0.00132257652319444	6.2577228048613e-05	0.067472306143001	6/376	16/645	RAMP2,IGFBP7,TIMP3,CLDN5,SPARC,ENG	GNG11,IFI27,TM4SF1,RAMP2,SOCS3,IGFBP7,NEAT1,HES1,SPARC,IFITM3,FTL,RPL41,RPLP1,RPL21,RPS27,MT-CO1
6	Leiden_6	Mesenchymal cell	0.00132257652319444	5.83340103473857e-05	NA	3/122	3/238	IGFBP7,SPARC,ENG	IGFBP7,TIMP3,SPARC
7	Leiden_6	Fibroblast	0.00435005516307192	0.000104843686303536	0.174174174174174	5/309	17/687	TM4SF1,IGFBP7,SPARC,ENG,ACTB	GNG11,IFI27,TM4SF1,RAMP2,SOCS3,IGFBP7,HES1,TIMP3,APP,SPARC,IFITM3,FTL,RPLP1,CALM2,RPL21,RPS27,MT-CO1
8	Leiden_6	Monocyte	0.00966497932251179	0.000527180690318825	NA	4/218	2/120	IFI27,NEAT1,IFITM3,FTL	NEAT1,FTL
9	Leiden_6	Alternatively activated macrophage	0.0297854051306126	0.00230159948736552	NA	2/56	3/215	SOCS3,FCN3	IFI27,FTL,ACTB
10	Leiden_6	Hematopoietic stem cell	0.0389567260501241	0.00318736849501016	NA	2/88	2/147	HES1,ENG	FKBP1A,IFITM3
1	Leiden_7	Effector memory CD8-positive, alpha-beta T cell	1.08769342308618e-33	2.65291078801508e-35	NA	7/44	0/1	CCL5,TRGC2,CXCR4,HLA-DRB1,CST7,GZMK,PTPRC	
2	Leiden_7	Effector memory CD4-positive, alpha-beta T cell	3.94199007490493e-17	2.88336066430874e-18	NA	4/26	0/1	CCL5,CXCR4,GZMK,PTPRC	
3	Leiden_7	T cell	3.94199007490493e-17	4.27143900109221e-16	0.000149402137311292	8/221	18/173	CCL5,CMC1,CXCR4,IL32,ZFP36L2,GZMK,PTPRC,TRBC2	CCL5,CMC1,CD3D,TUBA4A,CXCR4,RGS1,CREM,YPEL5,IL32,DUSP2,ZNF331,CST7,SRSF7,ZFP36L2,GZMK,PTPRC,CD3E,TRBC2
4	Leiden_7	CD8-positive, alpha-beta cytotoxic T cell	3.92684136179588e-13	3.96700269458303e-11	4.09368188395284e-05	5/51	21/345	CCL5,TRGC2,CST7,GZMK,PTPRC	CCL5,CMC1,CD3D,TUBA4A,TRGC2,CXCR4,RGS1,CREM,HLA-DRB1,IL32,DUSP2,CST7,SRSF7,PIK3R1,ZFP36L2,GZMK,PTPRC,ZFP36,CD3E,TRBC2,DDX24
5	Leiden_7	Effector CD8-positive, alpha-beta T cell	3.92684136179588e-13	1.74570289023697e-14	0.0766467065868263	3/13	5/55	CCL5,HLA-DRB1,GZMK	CCL5,CD3D,IL32,CST7,GZMK
6	Leiden_7	Helper T cell	2.00165165292945e-10	1.27917162466879e-10	0.00939135310860696	5/57	7/170	CXCR4,YPEL5,IL32,GZMK,TRBC2	CD3D,TUBA4A,CXCR4,IL32,PTPRC,CD3E,TRBC2
7	Leiden_7	CD8-positive, alpha-beta T cell	1.60116569271491e-08	1.32657101902046e-08	0.0112130426676531	5/96	19/184	CCL5,DUSP2,GZMK,PTPRC,TRBC2	CCL5,CMC1,CD3D,TUBA4A,TRGC2,CXCR4,RGS1,CREM,HLA-DRB1,IL32,DUSP2,ZNF331,CST7,SRSF7,PIK3R1,GZMK,PTPRC,CD3E,TRBC2
8	Leiden_7	Mature NK T cell	2.27884284675766e-08	1.46456773816091e-09	0.163934426229508	4/39	11/134	CCL5,TRGC2,IL32,PTPRC	CCL5,CMC1,CD3D,CXCR4,RGS1,IL32,DUSP2,CST7,PTPRC,CD3E,TRBC2
9	Leiden_7	CD4-positive, alpha-beta T cell	3.91181029106608e-08	6.51598956307148e-06	7.1632347424147e-05	4/93	25/817	CCL5,FAM177A1,GZMK,PTPRC	CCL5,CD3D,TUBA4A,CXCR4,RGS1,CREM,HLA-DRB1,YPEL5,FAM177A1,IL32,DUSP2,ZNF331,CST7,SRSF7,PIK3R1,MCL1,ZFP36L2,GZMK,PTPRC,ZFP36,JUND,CD3E,CALM2,TRBC2,DDX24
10	Leiden_7	Effector T cell	2.30347200207467e-07	8.59504329035300e-09	0.381987577639752	2/48	11/67	CCL5,GZMK	CCL5,CD3D,CXCR4,RGS1,IL32,DUSP2,ZNF331,CST7,SRSF7,PIK3R1,GZMK
1	Leiden_8	Natural killer cell	8.05483390184757e-38	5.83884506837207e-41	0.0650650650650651	14/150	17/168	CD7,TYROBP,FCER1G,GZMK,KLRB1,CMC1,AREG,KLRF1,CD160,IL2RB,KLRC1,ALOX5AP,GZMA,XCL1	CD7,TYROBP,FCER1G,GZMK,KLRB1,CMC1,REL,AREG,SRGN,KLRF1,CLIC3,IL2RB,KLRC1,IFITM2,ALOX5AP,GZMA,XCL1
2	Leiden_8	Mature NK T cell	6.44780076019866e-16	3.5421840253098e-19	0.372093023255814	6/42	15/134	CD7,TYROBP,FCER1G,KLRB1,KLRF1,GZMA	CD7,TYROBP,FCER1G,KLRB1,CMC1,SRGN,KLRF1,CLIC3,IL2RB,KLRC1,IFITM2,ALOX5AP,EVL,GZMA,XCL1
3	Leiden_8	Effector memory CD4-positive, alpha-beta T cell	3.20671548725902e-14	4.37279384626231e-16	NA	3/29	0/1	GZMK,KLRB1,GZMA	
4	Leiden_8	Monocyte	2.19216080878267e-12	3.98574692505939e-14	NA	11/218	4/120	TYROBP,FCER1G,KLRB1,AREG,SRGN,KLRC1,IFITM2,ALOX5AP,HSP90AB1,NFKBIA,GZMA	TYROBP,FCER1G,AREG,SRGN
5	Leiden_8	T cell	7.82601809290394e-11	2.86654825494241e-13	0.237755102040816	10/224	12/173	CD7,GZMK,KLRB1,CMC1,SRGN,KLRF1,IL2RB,KLRC1,GZMA,XCL1	CD7,GZMK,KLRB1,CMC1,YPEL5,SRGN,KLRF1,IFITM2,ALOX5AP,EVL,GZMA,XCL1
6	Leiden_8	Effector memory CD8-positive, alpha-beta T cell	8.40147880607169e-11	2.6731978019319e-12	NA	3/47	0/1	GZMK,KLRB1,GZMA	
7	Leiden_8	Effector T cell	3.32641372817662e-09	1.20960499206422e-10	NA	5/51	3/67	GZMK,KLRF1,CD160,IL2RB,GZMA	GZMK,GZMA,XCL1
8	Leiden_8	CD8-positive, alpha-beta T cell	4.77291813516313e-09	1.75912078630804e-10	0.0416666666666667	5/99	9/184	GZMK,KLRB1,IL2RB,GZMA,XCL1	CD7,GZMK,KLRB1,CMC1,SRGN,ALOX5AP,EVL,GZMA,XCL1
9	Leiden_8	CD4-positive, alpha-beta T cell	2.69289188737391e-08	1.56660911201181e-07	0.000348954036287586	5/96	22/817	GZMK,KLRB1,CD160,FAM177A1,GZMA	CD7,GZMK,KLRB1,REL,AREG,YPEL5,SRGN,GSTP1,IL2RB,HSPD1,FAM177A1,HSPE1,IFRD1,KLRC1,IFITM2,ALOX5AP,HSP90AB1,DNAJB6,NFKBIA,EVL,GZMA,XCL1
10	Leiden_8	CD8-positive, alpha-beta cytotoxic T cell	4.7169461921835e-08	1.73084438281593e-09	0.0620549338758901	4/54	16/345	CD7,GZMK,GZMA,XCL1	CD7,TYROBP,GZMK,KLRB1,CMC1,SRGN,KLRF1,GSTP1,CLIC3,CD160,IL2RB,KLRC1,IFITM2,EVL,GZMA,XCL1
1	Leiden_9	Cholangiocyte	8.06516331083509e-20	3.41886437959156e-21	0.00197279905454906	5/36	6/109	KRT18,ANXA4,CD24,TM4SF4,KRT8	KRT18,ANXA4,CD24,TM4SF4,MGST1,KRT8
2	Leiden_9	Progenitor cell	2.55232631076512e-14	6.67115136752895e-18	0.854444444444444	7/178	6/268	STMN1,KRT18,CD24,TUBA1B,MGST1,TXN,KRT8	KRT18,CD24,MGST1,TXN,MT-ND4,KRT8
3	Leiden_9	Epithelial cell	8.58655478864926e-10	1.30926341027172e-11	0.0302573090320279	6/376	10/645	KRT18,HMGN2,CD24,TUBA1B,TM4SF4,KRT8	KRT18,CD24,MPC2,MGST1,TXN,MT-ND4,LAPTM4A,KRT8,MT-CO1,ANXA2
4	Leiden_9	Hepatic oval stem cell	6.70003519312848e-08	1.20059942939153e-09	0.0517647058823529	2/5	5/48	KRT18,KRT8	KRT18,ANXA4,CD24,TM4SF4,KRT8
5	Leiden_9	Hepatocyte	3.20224736199081e-06	1.16445358617848e-07	NA	2/91	1/205	KRT18,KRT8	MGST1
6	Leiden_9	Enterocyte	0.000610512213312502	1.06078660659599e-05	0.306981519507187	2/33	11/494	KRT18,KRT8	KRT18,ANXA4,CD24,MT-ND1,TM4SF4,TXN,MT-ND4,KRT8,HSD17B11,MT-CO1,ANXA2
7	Leiden_9	Monocyte	0.00826504337035252	0.000788935958079104	NA	4/218	1/120	STMN1,CD24,TXN,ANXA2	TXN
8	Leiden_9	Natural killer cell	0.0106197202557981	0.00106197202557981	NA	3/150	1/168	STMN1,TUBA1B,KRT8	STMN1
9	Leiden_9	Erythrocyte	0.0222853943137088	0.00273502566577335	NA	2/29	1/106	STMN1,CD24	TUBA1B
10	Leiden_9	T cell	0.034668080826342	0.00472746556722845	NA	3/224	0/173	STMN1,HMGN2,TUBA1B	
