JobID: 20250110220303GW2TVJLHOR8CE6
http://xteam.xbio.top/ACT/ResultAction.action?jobID=20250110220303GW2TVJLHOR8CE6

Order	Cluster	Cell.Type	Padj	whg.p	gsea.p	Over.Markers.whg	Over.Markers.gsea	whg.overlap	gsea.overlap
9	Leiden_5	T cell	1.24393644136065e-21	5.10122009253264e-24	0.1998001998002	15/224	26/240	NKG7,GNLY,GZMB,GZMH,CCL5,MALAT1,CD52,PRF1,IL32,HSPA1B,KLRD1,HSPA1A,FCGR3A,ITGB2,CMC1	FGFBP2,NKG7,GNLY,GZMB,GZMH,TXNIP,CCL5,RPS29,DDX5,MALAT1,CD52,PRF1,IL32,HSPA1B,S100A4,CD53,HLA-E,KLRD1,HSPA1A,ITGB2,TRGC2,RPL21,RPS27,HSPA8,PFN1,CMC1
10	Leiden_5	Tissue-resident memory T cell	1.10730519083268e-17	5.61306778763109e-19	NA	4/14	0/1	GNLY,TXNIP,IL32,KLRD1	
1	Leiden_6	Endothelial cell	2.00532160132835e-19	1.63905398862762e-17	1.05559774564422e-06	12/466	20/287	GNG11,IFI27,TM4SF1,RAMP2,DNASE1L3,IGFBP7,FKBP1A,FCN3,HES1,CLDN5,SPARC,ENG	GNG11,IFI27,TM4SF1,RAMP2,DNASE1L3,HSPG2,HYAL2,SOCS3,IGFBP7,FKBP1A,NEAT1,PCAT19,FCN3,HES1,TIMP3,APP,CLDN5,SPARC,ENG,IFITM3
2	Leiden_6	Macrophage	0.000178014238256247	1.64068422355988e-06	NA	6/281	0/293	SOCS3,IGFBP7,NEAT1,HES1,ENG,IFITM3	
3	Leiden_6	Kupffer cell	0.0013283553473621	1.72560430206045e-06	0.729667812142039	6/286	5/87	SOCS3,IGFBP7,NEAT1,HES1,ENG,IFITM3	IFI27,RAMP2,DNASE1L3,FCN3,IFITM3
4	Leiden_6	Epithelial cell	0.00211081661891052	1.10341415876446e-05	0.262886597938144	6/376	11/838	RAMP2,IGFBP7,TIMP3,CLDN5,SPARC,ENG	GNG11,IFI27,TM4SF1,RAMP2,SOCS3,IGFBP7,NEAT1,HES1,CLDN5,SPARC,IFITM3
5	Leiden_6	Mesenchymal cell	0.00844429570295787	0.000277723510532935	NA	3/122	3/238	IGFBP7,SPARC,ENG	IGFBP7,TIMP3,SPARC
6	Leiden_6	Fibroblast	0.0111859207492906	0.000408920866898443	0.127681307456588	4/309	11/687	TM4SF1,IGFBP7,SPARC,ENG	GNG11,IFI27,TM4SF1,RAMP2,SOCS3,IGFBP7,HES1,TIMP3,APP,SPARC,IFITM3
7	Leiden_6	Alternatively activated macrophage	0.0231975155848445	0.0013897129152211	NA	2/56	1/215	SOCS3,FCN3	IFI27
8	Leiden_6	Monocyte	0.0339033700758098	0.00264132480371658	NA	3/218	1/191	IFI27,NEAT1,IFITM3	NEAT1
9	Leiden_6	Myofibroblast cell	0.0339033700758098	0.00281226111227915	NA	2/72	4/251	TM4SF1,IGFBP7	TM4SF1,IGFBP7,SPARC,IFITM3
10	Leiden_6	Mast cell	0.045608560284473	0.00399337624610593	NA	2/61	0/211	TIMP3,ENG	
1	Leiden_7	Effector memory CD8-positive, alpha-beta T cell	4.35487682938973e-33	1.11663508445891e-34	NA	7/44	0/1	CCL5,TRGC2,CXCR4,HLA-DRB1,CST7,GZMK,PTPRC	
2	Leiden_7	Effector memory CD4-positive, alpha-beta T cell	3.89200536826279e-17	1.99590018885271e-18	NA	4/26	0/1	CCL5,CXCR4,GZMK,PTPRC	
3	Leiden_7	T cell	7.45019905629546e-16	7.12327315623638e-16	0.0019092387417909	8/221	21/240	CCL5,CMC1,CXCR4,IL32,ZFP36L2,GZMK,PTPRC,TRBC2	CCL5,CMC1,CD3D,TUBA4A,TRGC2,CXCR4,RGS1,CREM,YPEL5,IL32,DUSP2,ZNF331,CST7,SRSF7,ZFP36L2,GZMK,PTPRC,ZFP36,CD3E,SUB1,TRBC2
4	Leiden_7	CD8-positive, alpha-beta cytotoxic T cell	2.66548634404582e-13	2.85704646400552e-11	2.67218341765105e-05	5/51	24/503	CCL5,TRGC2,CST7,GZMK,PTPRC	CCL5,CMC1,CD3D,TUBA4A,TRGC2,CXCR4,RGS1,CREM,HLA-DRB1,YPEL5,FAM177A1,IL32,DUSP2,ZNF331,CST7,SRSF7,PIK3R1,ZFP36L2,GZMK,PTPRC,ZFP36,CD3E,TRBC2,DDX24
5	Leiden_7	Effector CD8-positive, alpha-beta T cell	3.5458011250935e-13	1.74639147370249e-14	0.0737704918032787	3/13	5/55	CCL5,HLA-DRB1,GZMK	CCL5,CD3D,IL32,CST7,GZMK
6	Leiden_7	Helper T cell	4.57303348778388e-10	9.48076989378534e-11	0.0314374424287267	5/57	7/159	CXCR4,YPEL5,IL32,GZMK,TRBC2	CD3D,TUBA4A,CXCR4,IL32,PTPRC,CD3E,TRBC2
7	Leiden_7	CD4-positive, alpha-beta T cell	3.81465542895101e-08	6.42794836705817e-06	6.04122696049022e-05	4/93	25/817	CCL5,FAM177A1,GZMK,PTPRC	CCL5,CD3D,TUBA4A,CXCR4,RGS1,CREM,HLA-DRB1,YPEL5,FAM177A1,IL32,DUSP2,ZNF331,CST7,SRSF7,PIK3R1,MCL1,ZFP36L2,GZMK,PTPRC,ZFP36,JUND,CD3E,CALM2,TRBC2,DDX24
8	Leiden_7	CD8-positive, alpha-beta T cell	4.14977040473103e-08	1.16149812473047e-08	0.045045045045045	5/96	20/302	CCL5,DUSP2,GZMK,PTPRC,TRBC2	CCL5,CMC1,CD3D,TRGC2,CXCR4,RGS1,CREM,HLA-DRB1,IL32,DUSP2,ZNF331,CST7,SRSF7,PIK3R1,ZFP36L2,GZMK,PTPRC,ZFP36,CD3E,TRBC2
9	Leiden_7	Mature NK T cell	4.14977040473103e-08	1.46504913879632e-09	0.331216931216931	4/39	11/142	CCL5,TRGC2,IL32,PTPRC	CCL5,CMC1,CD3D,CXCR4,IL32,DUSP2,CST7,GZMK,PTPRC,CD3E,TRBC2
10	Leiden_7	Effector T cell	2.18992241214361e-07	8.59780997279213e-09	0.381647549530761	2/48	11/67	CCL5,GZMK	CCL5,CD3D,CXCR4,RGS1,IL32,DUSP2,ZNF331,CST7,SRSF7,PIK3R1,GZMK
1	Leiden_8	Natural killer cell	8.36301523128466e-37	3.5582073335853e-40	0.115230460921844	14/150	19/208	CD7,TYROBP,FCER1G,GZMK,KLRB1,CMC1,AREG,KLRF1,CD160,IL2RB,KLRC1,ALOX5AP,GZMA,XCL1	CD7,TYROBP,FCER1G,GZMK,KLRB1,CMC1,REL,AREG,B3GNT7,SRGN,KLRF1,CLIC3,CD160,IL2RB,KLRC1,IFITM2,ALOX5AP,GZMA,XCL1
2	Leiden_8	Mature NK T cell	1.17760829255721e-15	3.5421840253098e-19	0.698880976602238	6/42	16/142	CD7,TYROBP,FCER1G,KLRB1,KLRF1,GZMA	CD7,TYROBP,FCER1G,GZMK,KLRB1,CMC1,SRGN,KLRF1,CLIC3,IL2RB,KLRC1,IFITM2,ALOX5AP,EVL,GZMA,XCL1
3	Leiden_8	Effector memory CD4-positive, alpha-beta T cell	4.06719137999375e-14	5.62284522579779e-16	NA	3/29	0/1	GZMK,KLRB1,GZMA	
4	Leiden_8	Monocyte	8.07216070530738e-12	4.05234859683362e-14	0.107790821771612	11/218	7/191	TYROBP,FCER1G,KLRB1,AREG,SRGN,KLRC1,IFITM2,ALOX5AP,HSP90AB1,NFKBIA,GZMA	TYROBP,FCER1G,AREG,SRGN,GSTP1,IFITM2,NFKBIA
5	Leiden_8	T cell	1.16630137545895e-10	2.99944979589876e-13	0.348044132397192	10/224	17/240	CD7,GZMK,KLRB1,CMC1,SRGN,KLRF1,IL2RB,KLRC1,GZMA,XCL1	CD7,TYROBP,GZMK,KLRB1,CMC1,YPEL5,SRGN,KLRF1,IL2RB,HSPD1,HSPE1,IFITM2,ALOX5AP,HSP90AB1,EVL,GZMA,XCL1
6	Leiden_8	Effector memory CD8-positive, alpha-beta T cell	1.37121036868237e-10	4.4232592538141e-12	NA	3/47	0/1	GZMK,KLRB1,GZMA	
7	Leiden_8	Effector T cell	3.28105354097421e-09	1.20960499206422e-10	NA	5/51	3/67	GZMK,KLRF1,CD160,IL2RB,GZMA	GZMK,GZMA,XCL1
8	Leiden_8	CD4-positive, alpha-beta T cell	3.6318612102593e-08	1.54211559331087e-07	0.000444744123298004	5/96	22/817	GZMK,KLRB1,CD160,FAM177A1,GZMA	CD7,GZMK,KLRB1,REL,AREG,YPEL5,SRGN,GSTP1,IL2RB,HSPD1,FAM177A1,HSPE1,IFRD1,KLRC1,IFITM2,ALOX5AP,HSP90AB1,DNAJB6,NFKBIA,EVL,GZMA,XCL1
9	Leiden_8	CD8-positive, alpha-beta T cell	5.48788303768183e-08	1.70190955004937e-10	0.68469387755102	5/99	14/302	GZMK,KLRB1,IL2RB,GZMA,XCL1	CD7,GZMK,KLRB1,CMC1,SRGN,CD160,IL2RB,HSPD1,HSPE1,KLRC1,ALOX5AP,EVL,GZMA,XCL1
10	Leiden_8	CD8-positive, alpha-beta cytotoxic T cell	4.67919292466535e-07	9.99076533862072e-09	0.120240480961924	4/54	21/503	CD7,GZMK,GZMA,XCL1	CD7,TYROBP,FCER1G,GZMK,KLRB1,CMC1,YPEL5,SRGN,KLRF1,GSTP1,CLIC3,IL2RB,FAM177A1,HSPE1,KLRC1,IFITM2,ALOX5AP,EVL,GZMA,XCL1,IRF8
1	Leiden_9	Cholangiocyte	6.17929340285058e-20	3.41886437959156e-21	0.001525176386409	5/36	6/109	KRT18,ANXA4,CD24,TM4SF4,KRT8	KRT18,ANXA4,CD24,TM4SF4,MGST1,KRT8
2	Leiden_9	Progenitor cell	2.23009192284617e-14	6.67115136752895e-18	0.754587155963303	7/178	5/194	STMN1,KRT18,CD24,TUBA1B,MGST1,TXN,KRT8	KRT18,CD24,MGST1,TXN,KRT8
3	Leiden_9	Epithelial cell	2.94015530597135e-10	1.30004662130105e-11	0.0102005421287716	6/376	9/838	KRT18,HMGN2,CD24,TUBA1B,TM4SF4,KRT8	KRT18,CD24,MPC2,MGST1,TXN,LAPTM4A,KRT8,RPN2,ANXA2
4	Leiden_9	Hepatic oval stem cell	6.96172592006911e-08	1.20059942939153e-09	0.0546511627906977	2/5	5/48	KRT18,KRT8	KRT18,ANXA4,CD24,TM4SF4,KRT8
5	Leiden_9	Hepatocyte	3.15858035250912e-06	1.16445358617848e-07	NA	2/91	1/205	KRT18,KRT8	MGST1
6	Leiden_9	Enterocyte	0.000625065318423951	1.06078660659599e-05	0.319587628865979	2/33	11/494	KRT18,KRT8	KRT18,ANXA4,CD24,MT-ND1,TM4SF4,TXN,MT-ND4,KRT8,HSD17B11,MT-CO1,ANXA2
7	Leiden_9	Monocyte	0.00843507199269026	0.000777425990109701	NA	4/218	0/191	STMN1,CD24,TXN,ANXA2	
8	Leiden_9	Natural killer cell	0.0106537980903746	0.00103101271842335	NA	3/150	1/208	STMN1,TUBA1B,KRT8	STMN1
9	Leiden_9	Erythrocyte	0.0228269449797237	0.00273502566577335	NA	2/29	4/108	STMN1,CD24	PTTG1,TUBA1B,RAN,MPC2
10	Leiden_9	T cell	0.0380541009531683	0.00508557109512388	NA	3/224	0/240	STMN1,HMGN2,TUBA1B	
