query,_id,_score,name,symbol,ensembl.gene,notfound,ensembl
AC010982.1,,,,,,True,
DPP10,57628,18.030401,dipeptidyl peptidase like 10,DPP10,ENSG00000175497,,
DPP10-AS3,101927591,27.059961,DPP10 antisense RNA 3,DPP10-AS3,ENSG00000231538,,
DPP10-AS2,ENSG00000235717,26.271759,DPP10 antisense RNA 2,DPP10-AS2,ENSG00000235717,,
DPP10-AS2,106478969,26.271759,DPP10 antisense RNA 2,DPP10-AS2,,,
DPP10-AS1,389023,27.063152,DPP10 antisense RNA 1,DPP10-AS1,ENSG00000235026,,
AC009312.1,,,,,,True,
DDX18,8886,17.606796,DEAD-box helicase 18,DDX18,ENSG00000088205,,
AC009404.1,,,,,,True,
CCDC93,54520,17.573399,coiled-coil domain containing 93,CCDC93,ENSG00000125633,,
AC009303.2,,,,,,True,
AC009303.3,,,,,,True,
INSIG2,51141,17.646479,insulin induced gene 2,INSIG2,ENSG00000125629,,
AC093901.1,,,,,,True,
LINC01956,ENSG00000258910,25.750093,long intergenic non-protein coding RNA 1956,LINC01956,ENSG00000258910,,
LINC01956,124905956,25.750093,long intergenic non-protein coding RNA 1956,LINC01956,,,
EN1,2019,18.206724,engrailed homeobox 1,EN1,ENSG00000163064,,
MARCO,8685,17.786043,macrophage receptor with collagenous structure,MARCO,ENSG00000019169,,
AC013457.1,,,,,,True,
C1QL2,165257,17.73675,complement C1q like 2,C1QL2,ENSG00000144119,,
STEAP3,55240,17.706104,STEAP3 metalloreductase,STEAP3,ENSG00000115107,,
STEAP3-AS1,100874111,27.063105,STEAP3 antisense RNA 1,STEAP3-AS1,ENSG00000229867,,
C2orf76,130355,21.58251,chromosome 2 open reading frame 76,C2orf76,ENSG00000186132,,
DBI,1622,17.711327,"diazepam binding inhibitor, acyl-CoA binding protein",DBI,ENSG00000155368,,
TMEM37,140738,17.932701,transmembrane protein 37,TMEM37,ENSG00000171227,,
SCTR,6344,17.493004,secretin receptor,SCTR,ENSG00000080293,,
AC013275.1,,,,,,True,
CFAP221,200373,17.646479,cilia and flagella associated protein 221,CFAP221,ENSG00000163075,,
TMEM177,80775,17.629679,transmembrane protein 177,TMEM177,ENSG00000144120,,
PTPN4,5775,18.16633,protein tyrosine phosphatase non-receptor type 4,PTPN4,ENSG00000088179,,
EPB41L5,57669,17.574644,erythrocyte membrane protein band 4.1 like 5,EPB41L5,ENSG00000115109,,
AC012363.1,,,,,,True,
TMEM185B,79134,19.187582,transmembrane protein 185B,TMEM185B,ENSG00000226479,,
RALB,5899,18.17989,RAS like proto-oncogene B,RALB,ENSG00000144118,,
AC012363.2,,,,,,True,
INHBB,3625,17.604364,inhibin subunit beta B,INHBB,ENSG00000163083,,
AC073257.2,,,,,,True,
AC073257.1,,,,,,True,
AC018866.1,,,,,,True,
GLI2,2736,18.186625,GLI family zinc finger 2,GLI2,ENSG00000074047,,
AC017033.1,,,,,,True,
AC067960.1,,,,,,True,
AC079988.1,,,,,,True,
TFCP2L1,29842,17.692022,transcription factor CP2 like 1,TFCP2L1,ENSG00000115112,,
CLASP1,23332,18.02667,cytoplasmic linker associated protein 1,CLASP1,ENSG00000074054,,
AC012447.1,,,,,,True,
NIFK-AS1,254128,27.062708,NIFK antisense RNA 1,NIFK-AS1,ENSG00000236859,,
NIFK,84365,17.376143,nucleolar protein interacting with the FHA domain of MKI67,NIFK,ENSG00000155438,,
TSN,7247,17.563713,translin,TSN,ENSG00000211460,,
LINC01823,101927801,27.06384,long intergenic non-protein coding RNA 1823,LINC01823,ENSG00000224655,,
AC062020.1,,,,,,True,
LINC01826,107985818,27.063547,long intergenic non-protein coding RNA 1826,LINC01826,ENSG00000232740,,
AC073409.1,,,,,,True,
AC079154.1,,,,,,True,
CNTNAP5,129684,18.319937,contactin associated protein family member 5,CNTNAP5,ENSG00000155052,,
LINC01889,ENSG00000235491,26.268175,long intergenic non-protein coding RNA 1889,LINC01889,ENSG00000235491,,
LINC01889,105373597,26.268175,long intergenic non-protein coding RNA 1889,LINC01889,,,
LINC01941,105373600,27.062708,long intergenic non-protein coding RNA 1941,LINC01941,ENSG00000226813,,
AC023347.1,,,,,,True,
GYPC,2995,17.996555,glycophorin C (Gerbich blood group),GYPC,ENSG00000136732,,
TEX51,101929926,19.39289,testis expressed 51,TEX51,ENSG00000237524,,
AC012508.2,,,,,,True,
AC012508.1,,,,,,True,
BIN1,274,18.09495,bridging integrator 1,BIN1,ENSG00000136717,,
CYP27C1,339761,21.052265,cytochrome P450 family 27 subfamily C member 1,CYP27C1,ENSG00000186684,,
ERCC3,2071,17.572054,"ERCC excision repair 3, TFIIH core complex helicase subunit",ERCC3,ENSG00000163161,,
MAP3K2,10746,17.580229,mitogen-activated protein kinase kinase kinase 2,MAP3K2,ENSG00000169967,,
AC068282.1,,,,,,True,
PROC,5624,15.744081,"protein C, inactivator of coagulation factors Va and VIIIa",PROC,ENSG00000115718,,
IWS1,55677,17.892895,"interacts with SUPT6H, CTD assembly factor 1",IWS1,ENSG00000163166,,
AC010976.1,,,,,,True,
MYO7B,4648,18.193457,myosin VIIB,MYO7B,ENSG00000169994,,
AC010976.2,,,,,,True,
LIMS2,55679,17.91848,LIM zinc finger domain containing 2,LIMS2,ENSG00000072163,,
GPR17,2840,17.588253,G protein-coupled receptor 17,GPR17,ENSG00000144230,,
WDR33,55339,16.703232,WD repeat domain 33,WDR33,ENSG00000136709,,
SFT2D3,84826,17.80046,SFT2 domain containing 3,SFT2D3,ENSG00000173349,,
POLR2D,5433,16.657518,RNA polymerase II subunit D,POLR2D,ENSG00000144231,,
AMMECR1L,83607,18.182638,AMMECR1 like,AMMECR1L,ENSG00000144233,,
AC012306.2,,,,,,True,
SAP130,79595,18.180416,Sin3A associated protein 130,SAP130,ENSG00000136715,,
UGGT1,56886,17.592968,UDP-glucose glycoprotein glucosyltransferase 1,UGGT1,ENSG00000136731,,
HS6ST1,9394,18.20358,heparan sulfate 6-O-sulfotransferase 1,HS6ST1,ENSG00000136720,,
AC012451.1,,,,,,True,
AC068483.1,,,,,,True,
LINC01854,151121,27.063105,long intergenic non-protein coding RNA 1854,LINC01854,ENSG00000204460,,
LINC02572,105373615,27.06384,long intergenic non-protein coding RNA 2572,LINC02572,ENSG00000229536,,
LINC01856,101927924,27.063547,long intergenic non-protein coding RNA 1856,LINC01856,,,"[{'gene': 'ENSG00000237574'}, {'gene': 'ENSG00000292135'}]"
RAB6C,84084,24.569185,"RAB6C, member RAS oncogene family",RAB6C,,,"[{'gene': 'ENSG00000292140'}, {'gene': 'ENSG00000222014'}]"
POTEF,728378,25.049929,POTE ankyrin domain family member F,POTEF,ENSG00000196604,,
AC018865.1,,,,,,True,
CCDC74B,91409,20.370975,coiled-coil domain containing 74B,CCDC74B,,,"[{'gene': 'ENSG00000292118'}, {'gene': 'ENSG00000152076'}]"
SMPD4,55627,17.651232,sphingomyelin phosphodiesterase 4,SMPD4,,,"[{'gene': 'ENSG00000292130'}, {'gene': 'ENSG00000136699'}]"
MZT2B,80097,18.513596,mitotic spindle organizing protein 2B,MZT2B,,,"[{'gene': 'ENSG00000152082'}, {'gene': 'ENSG00000292119'}]"
TUBA3E,112714,22.205671,tubulin alpha 3e,TUBA3E,,,"[{'gene': 'ENSG00000292120'}, {'gene': 'ENSG00000152086'}]"
CCDC115,84317,17.884165,coiled-coil domain containing 115,CCDC115,ENSG00000136710,,
IMP4,92856,17.641079,IMP U3 small nucleolar ribonucleoprotein 4,IMP4,ENSG00000136718,,
PTPN18,26469,18.054638,protein tyrosine phosphatase non-receptor type 18,PTPN18,ENSG00000072135,,
POTEI,653269,25.360239,POTE ankyrin domain family member I,POTEI,ENSG00000196834,,
AC013269.2,,,,,,True,
CFC1B,653275,24.204678,"cryptic, EGF-CFC family member 1B",CFC1B,ENSG00000152093,,
AC013269.1,,,,,,True,
PRSS40B,646743,8.475468,serine protease 40B (pseudogene),PRSS40B,ENSG00000290610,,
PRSS40B,ENSG00000184761,8.475468,serine protease 40B (pseudogene),PRSS40B,ENSG00000184761,,
PRSS40A,150527,8.473605,serine protease 40A (pseudogene),PRSS40A,ENSG00000290614,,
PRSS40A,ENSG00000183292,8.473605,serine protease 40A (pseudogene),PRSS40A,ENSG00000183292,,
AC140481.2,,,,,,True,
CFC1,55997,22.34409,"cryptic, EGF-CFC family member 1",CFC1,ENSG00000136698,,
POTEJ,653781,26.271631,POTE ankyrin domain family member J,POTEJ,ENSG00000222038,,
GPR148,344561,18.714994,G protein-coupled receptor 148,GPR148,ENSG00000173302,,
AC140481.1,,,,,,True,
AMER3,205147,18.092176,APC membrane recruitment protein 3,AMER3,ENSG00000178171,,
AC133785.1,,,,,,True,
ARHGEF4,50649,17.943464,Rho guanine nucleotide exchange factor 4,ARHGEF4,ENSG00000136002,,
AC009477.2,,,,,,True,
FAM168B,130074,17.607847,family with sequence similarity 168 member B,FAM168B,ENSG00000152102,,
PLEKHB2,55041,17.674269,pleckstrin homology domain containing B2,PLEKHB2,ENSG00000115762,,
POTEE,445582,25.749779,POTE ankyrin domain family member E,POTEE,ENSG00000188219,,
RAB6D,150786,25.749779,"RAB6D, member RAS oncogene family",RAB6D,ENSG00000233087,,
AC073869.5,,,,,,True,
LINC01120,ENSG00000223631,26.27205,long intergenic non-protein coding RNA 1120,LINC01120,ENSG00000223631,,
LINC01120,389043,26.27205,long intergenic non-protein coding RNA 1120,LINC01120,,,
AC073869.3,,,,,,True,
MZT2A,653784,26.270922,mitotic spindle organizing protein 2A,MZT2A,ENSG00000173272,,
TUBA3D,113457,24.568892,tubulin alpha 3d,TUBA3D,ENSG00000075886,,
CCDC74A,90557,23.90595,coiled-coil domain containing 74A,CCDC74A,ENSG00000163040,,
LINC01087,101927994,27.063152,long intergenic non-protein coding RNA 1087,LINC01087,ENSG00000224559,,
C2orf27B,,,,,,True,
AC103564.1,,,,,,True,
AJ239322.2,,,,,,True,
AJ239322.1,,,,,,True,
LINC01945,ENSG00000236485,26.268175,long intergenic non-protein coding RNA 1945,LINC01945,ENSG00000236485,,
LINC01945,101928067,26.268175,long intergenic non-protein coding RNA 1945,LINC01945,,,
ANKRD30BL,554226,23.165846,ankyrin repeat domain 30B like,ANKRD30BL,ENSG00000163046,,
AC097532.1,,,,,,True,
AC097532.2,,,,,,True,
GPR39,2863,17.626535,G protein-coupled receptor 39,GPR39,ENSG00000183840,,
LYPD1,116372,17.932104,LY6/PLAUR domain containing 1,LYPD1,ENSG00000150551,,
AC010974.1,,,,,,True,
NCKAP5,344148,18.095642,NCK associated protein 5,NCKAP5,ENSG00000176771,,
AC016909.2,,,,,,True,
AC010890.1,,,,,,True,
AC011243.1,,,,,,True,
MGAT5,4249,17.617577,"alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase",MGAT5,ENSG00000152127,,
TMEM163,81615,18.114107,transmembrane protein 163,TMEM163,ENSG00000152128,,
CCNT2-AS1,ENSG00000224043,26.271759,CCNT2 antisense RNA 1,CCNT2-AS1,ENSG00000224043,,
CCNT2-AS1,100129961,26.271759,CCNT2 antisense RNA 1,CCNT2-AS1,,,
ACMSD,130013,17.51685,aminocarboxymuconate semialdehyde decarboxylase,ACMSD,ENSG00000153086,,
CCNT2,905,18.156397,cyclin T2,CCNT2,ENSG00000082258,,
MAP3K19,80122,17.520782,mitogen-activated protein kinase kinase kinase 19,MAP3K19,ENSG00000176601,,
RAB3GAP1,22930,17.556284,RAB3 GTPase activating protein catalytic subunit 1,RAB3GAP1,ENSG00000115839,,
ZRANB3,84083,17.563023,zinc finger RANBP2-type containing 3,ZRANB3,ENSG00000121988,,
R3HDM1,23518,18.02623,R3H domain containing 1,R3HDM1,ENSG00000048991,,
UBXN4,23190,17.587545,UBX domain protein 4,UBXN4,ENSG00000144224,,
LCT,3938,18.047628,lactase,LCT,ENSG00000115850,,
AC011893.1,,,,,,True,
MCM6,4175,17.456724,minichromosome maintenance complex component 6,MCM6,ENSG00000076003,,
DARS,,,,,,True,
DARS-AS1,,,,,,True,
AC068492.1,,,,,,True,
CXCR4,7852,18.067053,C-X-C motif chemokine receptor 4,CXCR4,ENSG00000121966,,
THSD7B,80731,18.298769,thrombospondin type 1 domain containing 7B,THSD7B,ENSG00000144229,,
HNMT,3176,18.228062,histamine N-methyltransferase,HNMT,ENSG00000150540,,
LINC01832,ENSG00000224231,26.271631,long intergenic non-protein coding RNA 1832,LINC01832,ENSG00000224231,,
LINC01832,105373635,26.271631,long intergenic non-protein coding RNA 1832,LINC01832,,,
AC114763.1,,,,,,True,
AC114763.2,,,,,,True,
SPOPL,339745,18.19653,speckle type BTB/POZ protein like,SPOPL,ENSG00000144228,,
AC092620.3,,,,,,True,
AC092620.1,,,,,,True,
NXPH2,11249,18.152441,neurexophilin 2,NXPH2,ENSG00000144227,,
AC062021.1,,,,,,True,
AC016710.1,,,,,,True,
AC078851.1,,,,,,True,
LINC01853,ENSG00000224028,26.271315,long intergenic non-protein coding RNA 1853,LINC01853,ENSG00000224028,,
LINC01853,105373647,26.271315,long intergenic non-protein coding RNA 1853,LINC01853,,,
LRP1B,53353,18.284369,LDL receptor related protein 1B,LRP1B,ENSG00000168702,,
KYNU,8942,16.850899,kynureninase,KYNU,ENSG00000115919,,
ARHGAP15,55843,17.726267,Rho GTPase activating protein 15,ARHGAP15,ENSG00000075884,,
AC013437.1,,,,,,True,
AC096558.1,,,,,,True,
AC096558.2,,,,,,True,
AC079793.1,,,,,,True,
AC092652.1,,,,,,True,
AC092652.2,,,,,,True,
AC079584.2,,,,,,True,
AC079584.1,,,,,,True,
AC016910.1,,,,,,True,
GTDC1,79712,17.590576,glycosyltransferase like domain containing 1,GTDC1,ENSG00000121964,,
ZEB2,9839,18.114504,zinc finger E-box binding homeobox 2,ZEB2,ENSG00000169554,,
AC009951.2,,,,,,True,
ZEB2-AS1,100303491,25.750221,ZEB2 antisense RNA 1,ZEB2-AS1,ENSG00000238057,,
LINC01412,101928455,27.063417,long intergenic non-protein coding RNA 1412,LINC01412,ENSG00000232606,,
TEX41,401014,27.063417,testis expressed 41,TEX41,ENSG00000226674,,
AC023128.1,,,,,,True,
LINC01966,ENSG00000268580,26.271364,long intergenic non-protein coding RNA 1966,LINC01966,ENSG00000268580,,
LINC01966,105373662,26.271364,long intergenic non-protein coding RNA 1966,LINC01966,,,
AC096666.1,,,,,,True,
AC092484.1,,,,,,True,
AC079163.1,,,,,,True,
AC062031.1,,,,,,True,
LINC01911,ENSG00000231040,26.268175,long intergenic non-protein coding RNA 1911,LINC01911,ENSG00000231040,,
LINC01911,105373669,26.268175,long intergenic non-protein coding RNA 1911,LINC01911,,,
AC062032.1,,,,,,True,
ACVR2A,92,18.079432,activin A receptor type 2A,ACVR2A,ENSG00000121989,,
AC009480.1,,,,,,True,
ORC4,5000,17.406775,origin recognition complex subunit 4,ORC4,ENSG00000115947,,
MBD5,55777,17.990438,methyl-CpG binding domain protein 5,MBD5,ENSG00000204406,,
EPC2,26122,17.783022,enhancer of polycomb homolog 2,EPC2,ENSG00000135999,,
AC105402.3,,,,,,True,
KIF5C,3800,17.846254,kinesin family member 5C,KIF5C,,,"[{'gene': 'ENSG00000168280'}, {'gene': 'ENSG00000276734'}]"
LYPD6B,130576,17.97003,LY6/PLAUR domain containing 6B,LYPD6B,ENSG00000150556,,
LYPD6,130574,17.726023,LY6/PLAUR domain containing 6,LYPD6,ENSG00000187123,,
MMADHC,27249,18.156,metabolism of cobalamin associated D,MMADHC,ENSG00000168288,,
AC007364.1,,,,,,True,
LINC01931,150596,27.063547,long intergenic non-protein coding RNA 1931,LINC01931,ENSG00000162947,,
LINC01818,105373684,27.063547,long intergenic non-protein coding RNA 1818,LINC01818,ENSG00000230645,,
LINC01817,105373683,27.063417,long intergenic non-protein coding RNA 1817,LINC01817,ENSG00000231420,,
RND3,390,18.17968,Rho family GTPase 3,RND3,ENSG00000115963,,
LINC01920,101929260,27.06384,long intergenic non-protein coding RNA 1920,LINC01920,ENSG00000236049,,
AC104777.3,,,,,,True,
AC104777.2,,,,,,True,
AC104777.1,,,,,,True,
AC023469.2,,,,,,True,
AC023469.1,,,,,,True,
AC018731.1,,,,,,True,
RBM43,375287,18.206997,RNA binding motif protein 43,RBM43,ENSG00000184898,,
NMI,9111,17.698984,N-myc and STAT interactor,NMI,ENSG00000123609,,
TNFAIP6,7130,17.615246,TNF alpha induced protein 6,TNFAIP6,ENSG00000123610,,
RIF1,55183,17.525482,replication timing regulatory factor 1,RIF1,ENSG00000080345,,
NEB,4703,17.599735,nebulin,NEB,ENSG00000183091,,
ARL5A,26225,17.63911,ADP ribosylation factor like GTPase 5A,ARL5A,ENSG00000162980,,
AC068547.1,,,,,,True,
CACNB4,785,18.213608,calcium voltage-gated channel auxiliary subunit beta 4,CACNB4,ENSG00000182389,,
AC079790.1,,,,,,True,
STAM2,10254,17.579178,signal transducing adaptor molecule 2,STAM2,ENSG00000115145,,
FMNL2,114793,18.254341,formin like 2,FMNL2,ENSG00000157827,,
PRPF40A,55660,17.57926,pre-mRNA processing factor 40 homolog A,PRPF40A,ENSG00000196504,,
ARL6IP6,151188,17.994318,ADP ribosylation factor like GTPase 6 interacting protein 6,ARL6IP6,ENSG00000177917,,
AC079150.1,,,,,,True,
LINC01850,ENSG00000227708,27.063152,long intergenic non-protein coding RNA 1850,LINC01850,ENSG00000227708,,
RPRM,56475,18.350256,"reprimo, TP53 dependent G2 arrest mediator homolog",RPRM,ENSG00000177519,,
GALNT13,114805,17.658188,polypeptide N-acetylgalactosaminyltransferase 13,GALNT13,ENSG00000144278,,
AC009227.1,,,,,,True,
AC009227.2,,,,,,True,
AC061961.1,,,,,,True,
KCNJ3,3760,18.26188,potassium inwardly rectifying channel subfamily J member 3,KCNJ3,ENSG00000162989,,
AC092625.1,,,,,,True,
LINC01876,101929378,27.063547,long intergenic non-protein coding RNA 1876,LINC01876,ENSG00000226383,,
AC074099.1,,,,,,True,
NR4A2,4929,18.23817,nuclear receptor subfamily 4 group A member 2,NR4A2,ENSG00000153234,,
GPD2,2820,16.61092,glycerol-3-phosphate dehydrogenase 2,GPD2,ENSG00000115159,,
LINC01958,ENSG00000283436,26.271631,long intergenic non-protein coding RNA 1958,LINC01958,ENSG00000283436,,
LINC01958,105373708,26.271631,long intergenic non-protein coding RNA 1958,LINC01958,,,
GALNT5,11227,18.042194,polypeptide N-acetylgalactosaminyltransferase 5,GALNT5,ENSG00000136542,,
ERMN,57471,18.199966,ermin,ERMN,ENSG00000136541,,
CYTIP,9595,17.813662,cytohesin 1 interacting protein,CYTIP,ENSG00000115165,,
ACVR1C,130399,18.015265,activin A receptor type 1C,ACVR1C,ENSG00000123612,,
AC019186.1,,,,,,True,
ACVR1,90,17.997,activin A receptor type 1,ACVR1,ENSG00000115170,,
UPP2,151531,17.777578,uridine phosphorylase 2,UPP2,ENSG00000007001,,
AC013731.1,,,,,,True,
AC091488.1,,,,,,True,
CCDC148-AS1,554201,27.059961,CCDC148 antisense RNA 1,CCDC148-AS1,ENSG00000227480,,
CCDC148,130940,17.981783,coiled-coil domain containing 148,CCDC148,ENSG00000153237,,
PKP4,8502,17.703629,plakophilin 4,PKP4,ENSG00000144283,,
PKP4-AS1,100129029,27.063547,PKP4 antisense RNA 1,PKP4-AS1,ENSG00000204380,,
AC005042.2,,,,,,True,
DAPL1,92196,18.29442,death associated protein like 1,DAPL1,ENSG00000163331,,
TANC1,85461,18.147259,"tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1",TANC1,ENSG00000115183,,
WDSUB1,151525,17.541925,"WD repeat, sterile alpha motif and U-box domain containing 1",WDSUB1,ENSG00000196151,,
BAZ2B,29994,18.032314,bromodomain adjacent to zinc finger domain 2B,BAZ2B,,,"[{'gene': 'ENSG00000123636'}, {'gene': 'ENSG00000226266'}]"
AC008277.1,,,,,,True,
AC009506.1,,,,,,True,
AC009961.1,,,,,,True,
MARCH7,,,,,,True,
CD302,9936,18.41878,CD302 molecule,CD302,ENSG00000241399,,
LY75-CD302,100526664,26.271759,LY75-CD302 readthrough,LY75-CD302,ENSG00000248672,,
LY75,4065,17.979527,lymphocyte antigen 75,LY75,ENSG00000054219,,
PLA2R1,22925,17.658142,phospholipase A2 receptor 1,PLA2R1,ENSG00000153246,,
ITGB6,3694,17.586391,integrin subunit beta 6,ITGB6,ENSG00000115221,,
LINC02478,100505984,27.065735,long intergenic non-protein coding RNA 2478,LINC02478,ENSG00000285373,,
RBMS1,5937,18.053741,RNA binding motif single stranded interacting protein 1,RBMS1,ENSG00000153250,,
AC009313.1,,,,,,True,
TANK,10010,17.61871,TRAF family member associated NFKB activator,TANK,ENSG00000136560,,
AC009299.3,,,,,,True,
LINC01806,100996579,27.063547,long intergenic non-protein coding RNA 1806,LINC01806,ENSG00000227403,,
PSMD14,10213,17.545116,"proteasome 26S subunit, non-ATPase 14",PSMD14,ENSG00000115233,,
TBR1,10716,18.240814,T-box brain transcription factor 1,TBR1,ENSG00000136535,,
AC009487.1,,,,,,True,
SLC4A10,57282,18.176332,solute carrier family 4 member 10,SLC4A10,ENSG00000144290,,
DPP4,1803,17.929535,dipeptidyl peptidase 4,DPP4,ENSG00000197635,,
AC008063.1,,,,,,True,
AC008063.2,,,,,,True,
GCG,2641,18.193588,glucagon,GCG,ENSG00000115263,,
AC007750.1,,,,,,True,
FAP,2191,17.764078,fibroblast activation protein alpha,FAP,ENSG00000078098,,
IFIH1,64135,17.57113,interferon induced with helicase C domain 1,IFIH1,ENSG00000115267,,
GCA,25801,18.008373,grancalcin,GCA,ENSG00000115271,,
KCNH7,90134,17.586006,potassium voltage-gated channel subfamily H member 7,KCNH7,ENSG00000184611,,
AC011900.1,,,,,,True,
FIGN,55137,17.538454,"fidgetin, microtubule severing factor",FIGN,ENSG00000182263,,
AC016766.1,,,,,,True,
GRB14,2888,17.62294,growth factor receptor bound protein 14,GRB14,ENSG00000115290,,
COBLL1,22837,18.082577,cordon-bleu WH2 repeat protein like 1,COBLL1,ENSG00000082438,,
AC019197.1,,,,,,True,
SLC38A11,151258,17.567799,solute carrier family 38 member 11,SLC38A11,ENSG00000169507,,
SCN3A,6328,19.547157,sodium voltage-gated channel alpha subunit 3,SCN3A,ENSG00000153253,,
SCN2A,6326,19.226578,sodium voltage-gated channel alpha subunit 2,SCN2A,ENSG00000136531,,
CSRNP3,80034,17.563713,cysteine and serine rich nuclear protein 3,CSRNP3,ENSG00000178662,,
GALNT3,2591,17.56935,polypeptide N-acetylgalactosaminyltransferase 3,GALNT3,ENSG00000115339,,
AC009495.3,,,,,,True,
AC009495.1,,,,,,True,
AC009495.2,,,,,,True,
TTC21B,79809,17.57913,tetratricopeptide repeat domain 21B,TTC21B,ENSG00000123607,,
AC010127.1,,,,,,True,
SCN1A,6323,19.772198,sodium voltage-gated channel alpha subunit 1,SCN1A,ENSG00000144285,,
SCN9A,6335,19.187288,sodium voltage-gated channel alpha subunit 9,SCN9A,ENSG00000169432,,
SCN7A,6332,19.148851,sodium voltage-gated channel alpha subunit 7,SCN7A,ENSG00000136546,,
XIRP2,129446,18.499004,xin actin binding repeat containing 2,XIRP2,ENSG00000163092,,
XIRP2-AS1,ENSG00000254552,26.271315,XIRP2 antisense RNA 1,XIRP2-AS1,ENSG00000254552,,
XIRP2-AS1,100874011,26.271315,XIRP2 antisense RNA 1,XIRP2-AS1,,,
AC073050.1,,,,,,True,
AC016723.1,,,,,,True,
B3GALT1,8708,18.17638,"beta-1,3-galactosyltransferase 1",B3GALT1,ENSG00000172318,,
STK39,27347,17.576988,serine/threonine kinase 39,STK39,ENSG00000198648,,
CERS6,253782,17.588253,ceramide synthase 6,CERS6,ENSG00000172292,,
NOSTRIN,115677,17.931992,nitric oxide synthase trafficking,NOSTRIN,,,"[{'gene': 'ENSG00000163072'}, {'gene': 'ENSG00000275326'}]"
SPC25,57405,17.481445,SPC25 component of NDC80 kinetochore complex,SPC25,,,"[{'gene': 'ENSG00000152253'}, {'gene': 'ENSG00000277909'}]"
G6PC2,57818,18.149807,glucose-6-phosphatase catalytic subunit 2,G6PC2,,,"[{'gene': 'ENSG00000152254'}, {'gene': 'ENSG00000278373'}]"
ABCB11,8647,18.20358,ATP binding cassette subfamily B member 11,ABCB11,,,"[{'gene': 'ENSG00000276582'}, {'gene': 'ENSG00000073734'}]"
DHRS9,10170,17.696238,dehydrogenase/reductase 9,DHRS9,ENSG00000073737,,
AC007556.1,,,,,,True,
LRP2,4036,18.213846,LDL receptor related protein 2,LRP2,ENSG00000081479,,
BBS5,129880,17.526428,Bardet-Biedl syndrome 5,BBS5,ENSG00000163093,,
AC093899.2,,,,,,True,
KLHL41,10324,18.262716,kelch like family member 41,KLHL41,ENSG00000239474,,
FASTKD1,79675,17.604038,FAST kinase domains 1,FASTKD1,ENSG00000138399,,
PPIG,9360,17.495026,peptidylprolyl isomerase G,PPIG,ENSG00000138398,,
CCDC173,,,,,,True,
PHOSPHO2,493911,17.610989,"phosphatase, orphan 2",PHOSPHO2,ENSG00000144362,,
KLHL23,151230,17.759535,kelch like family member 23,KLHL23,ENSG00000213160,,
SSB,6741,16.023842,small RNA binding exonuclease protection factor La,SSB,ENSG00000138385,,
METTL5,29081,17.556284,"methyltransferase 5, N6-adenosine",METTL5,ENSG00000138382,,
UBR3,130507,17.521225,ubiquitin protein ligase E3 component n-recognin 3,UBR3,ENSG00000144357,,
MYO3B,140469,17.615953,myosin IIIB,MYO3B,ENSG00000071909,,
AC012594.1,,,,,,True,
AC007277.1,,,,,,True,
LINC01124,440925,27.065735,long intergenic non-protein coding RNA 1124,LINC01124,ENSG00000222033,,
SP5,389058,18.29489,Sp5 transcription factor,SP5,ENSG00000204335,,
AC007405.1,,,,,,True,
AC007405.3,,,,,,True,
ERICH2,285141,18.186443,glutamate rich 2,ERICH2,ENSG00000204334,,
GAD1,2571,17.990658,glutamate decarboxylase 1,GAD1,ENSG00000128683,,
AC007405.2,,,,,,True,
GORASP2,26003,17.670156,golgi reassembly stacking protein 2,GORASP2,ENSG00000115806,,
TLK1,9874,18.108093,tousled like kinase 1,TLK1,ENSG00000198586,,
METTL8,79828,17.646664,"methyltransferase 8, tRNA N3-cytidine",METTL8,ENSG00000123600,,
DCAF17,80067,17.556551,DDB1 and CUL4 associated factor 17,DCAF17,ENSG00000115827,,
CYBRD1,79901,20.832996,cytochrome b reductase 1,CYBRD1,ENSG00000071967,,
DYNC1I2,1781,18.057732,dynein cytoplasmic 1 intermediate chain 2,DYNC1I2,,,"[{'gene': 'ENSG00000292102'}, {'gene': 'ENSG00000077380'}]"
SLC25A12,8604,17.780163,solute carrier family 25 member 12,SLC25A12,,,"[{'gene': 'ENSG00000115840'}, {'gene': 'ENSG00000292099'}]"
HAT1,8520,17.450857,histone acetyltransferase 1,HAT1,,,"[{'gene': 'ENSG00000128708'}, {'gene': 'ENSG00000292096'}]"
METAP1D,254042,17.52371,"methionyl aminopeptidase type 1D, mitochondrial",METAP1D,,,"[{'gene': 'ENSG00000172878'}, {'gene': 'ENSG00000292097'}]"
DLX1,1745,18.209743,distal-less homeobox 1,DLX1,,,"[{'gene': 'ENSG00000292098'}, {'gene': 'ENSG00000144355'}]"
DLX2,1746,18.304888,distal-less homeobox 2,DLX2,ENSG00000115844,,
DLX2-DT,104326193,27.06384,DLX2 divergent transcript,DLX2-DT,ENSG00000236651,,
AC104088.1,,,,,,True,
ITGA6,3655,18.10519,integrin subunit alpha 6,ITGA6,ENSG00000091409,,
AC078883.2,,,,,,True,
AC078883.3,,,,,,True,
AC078883.1,,,,,,True,
PDK1,5163,17.57795,pyruvate dehydrogenase kinase 1,PDK1,ENSG00000152256,,
RAPGEF4-AS1,91149,27.059961,RAPGEF4 antisense RNA 1,RAPGEF4-AS1,ENSG00000228016,,
